index	prediction
0	1
1	0
2	1
3	0
4	0
5	1
6	1
7	0
8	0
9	1
10	0
11	1
12	0
13	1
14	0
15	0
16	0
17	0
18	1
19	0
20	1
21	0
22	0
23	1
24	1
25	0
26	0
27	0
28	0
29	0
30	1
31	1
32	0
33	1
34	1
35	0
36	1
37	0
38	1
39	1
40	0
41	1
42	0
43	0
44	0
45	0
46	1
47	1
48	0
49	1
50	0
51	1
52	0
53	1
54	0
55	0
56	0
57	1
58	0
59	1
60	1
61	0
62	1
63	1
64	1
65	1
66	1
67	0
68	0
69	0
70	0
71	0
72	1
73	0
74	0
75	1
76	0
77	1
78	1
79	0
80	1
81	1
82	0
83	1
84	0
85	1
86	0
87	0
88	0
89	1
90	0
91	0
92	1
93	1
94	1
95	1
96	1
97	1
98	0
99	0
100	1
101	0
102	1
103	0
104	0
105	0
106	1
107	1
108	1
109	0
110	1
111	0
112	0
113	0
114	0
115	0
116	0
117	1
118	0
119	1
120	0
121	0
122	1
123	0
124	0
125	0
126	0
127	1
128	1
129	1
130	0
131	1
132	1
133	1
134	0
135	1
136	0
137	0
138	1
139	1
140	0
141	1
142	1
143	0
144	1
145	0
146	0
147	1
148	0
149	1
150	0
151	0
152	0
153	0
154	1
155	0
156	1
157	0
158	1
159	0
160	1
161	1
162	0
163	1
164	1
165	0
166	1
167	1
168	0
169	1
170	1
171	0
172	1
173	1
174	0
175	1
176	1
177	1
178	0
179	1
180	1
181	1
182	0
183	1
184	1
185	0
186	0
187	0
188	0
189	1
190	1
191	1
192	1
193	1
194	1
195	0
196	1
197	0
198	0
199	0
200	0
201	0
202	1
203	1
204	0
205	0
206	1
207	1
208	0
209	1
210	1
211	1
212	0
213	0
214	0
215	1
216	0
217	1
218	1
219	0
220	0
221	0
222	1
223	0
224	1
225	1
226	0
227	0
228	0
229	0
230	0
231	1
232	0
233	0
234	0
235	0
236	1
237	0
238	1
239	0
240	1
241	1
242	0
243	1
244	0
245	1
246	1
247	1
248	1
249	0
250	0
251	1
252	0
253	0
254	0
255	0
256	1
257	0
258	1
259	1
260	0
261	0
262	0
263	0
264	0
265	0
266	1
267	0
268	1
269	0
270	1
271	0
272	1
273	0
274	1
275	1
276	1
277	0
278	1
279	1
280	1
281	0
282	1
283	0
284	1
285	0
286	0
287	0
288	0
289	1
290	0
291	0
292	0
293	0
294	1
295	1
296	1
297	1
298	1
299	0
300	1
301	1
302	1
303	0
304	0
305	0
306	0
307	1
308	1
309	1
310	0
311	1
312	1
313	0
314	1
315	0
316	0
317	1
318	0
319	0
320	1
321	1
322	1
323	1
324	0
325	1
326	1
327	1
328	0
329	1
330	0
331	1
332	0
333	0
334	1
335	1
336	1
337	1
338	0
339	1
340	1
341	1
342	0
343	0
344	0
345	1
346	0
347	0
348	0
349	1
350	0
351	0
352	1
353	1
354	1
355	1
356	1
357	1
358	0
359	0
360	1
361	1
362	1
363	1
364	1
365	0
366	1
367	0
368	1
369	0
370	0
371	0
372	0
373	0
374	1
375	0
376	1
377	0
378	1
379	1
380	0
381	0
382	0
383	0
384	0
385	1
386	1
387	1
388	1
389	0
390	1
391	0
392	0
393	0
394	1
395	1
396	1
397	1
398	0
399	0
400	0
401	0
402	1
403	0
404	0
405	0
406	0
407	0
408	1
409	0
410	1
411	0
412	1
413	0
414	0
415	0
416	1
417	0
418	1
419	0
420	1
421	1
422	1
423	0
424	0
425	0
426	0
427	1
428	1
429	1
430	0
431	1
432	1
433	1
434	1
435	0
436	0
437	1
438	1
439	0
440	0
441	0
442	0
443	0
444	1
445	0
446	1
447	1
448	1
449	0
450	0
451	0
452	1
453	0
454	1
455	0
456	1
457	1
458	0
459	1
460	1
461	1
462	1
463	0
464	0
465	1
466	0
467	0
468	0
469	1
470	0
471	1
472	0
473	1
474	1
475	1
476	1
477	0
478	0
479	1
480	1
481	1
482	0
483	0
484	0
485	0
486	0
487	1
488	0
489	1
490	0
491	0
492	0
493	1
494	0
495	0
496	0
497	0
498	1
499	1
500	0
501	1
502	1
503	0
504	1
505	1
506	0
507	0
508	0
509	0
510	1
511	0
512	1
513	1
514	0
515	1
516	0
517	1
518	0
519	1
520	1
521	1
522	1
523	1
524	1
525	1
526	1
527	1
528	0
529	0
530	1
531	0
532	1
533	1
534	1
535	0
536	1
537	1
538	0
539	1
540	0
541	1
542	0
543	0
544	0
545	0
546	1
547	1
548	1
549	0
550	1
551	0
552	1
553	0
554	0
555	1
556	0
557	1
558	1
559	0
560	0
561	1
562	0
563	1
564	1
565	1
566	0
567	1
568	0
569	0
570	0
571	1
572	1
573	0
574	1
575	1
576	1
577	0
578	1
579	1
580	1
581	0
582	0
583	0
584	1
585	1
586	0
587	1
588	1
589	1
590	1
591	0
592	0
593	0
594	1
595	1
596	0
597	1
598	0
599	0
600	0
601	0
602	0
603	0
604	1
605	0
606	0
607	0
608	1
609	1
610	0
611	0
612	0
613	1
614	0
615	1
616	1
617	0
618	0
619	0
620	0
621	0
622	1
623	1
624	0
625	1
626	0
627	0
628	0
629	1
630	0
631	0
632	1
633	0
634	0
635	0
636	1
637	0
638	0
639	1
640	1
641	1
642	0
643	1
644	1
645	0
646	0
647	1
648	0
649	1
650	1
651	0
652	1
653	0
654	1
655	1
656	1
657	1
658	1
659	1
660	0
661	0
662	1
663	0
664	0
665	0
666	1
667	1
668	1
669	0
670	0
671	0
672	1
673	0
674	0
675	0
676	0
677	1
678	0
679	1
680	0
681	1
682	1
683	1
684	0
685	0
686	0
687	1
688	1
689	1
690	0
691	0
692	0
693	0
694	0
695	1
696	0
697	1
698	1
699	0
700	0
701	0
702	1
703	1
704	1
705	0
706	1
707	0
708	1
709	1
710	1
711	0
712	0
713	1
714	1
715	1
716	1
717	0
718	0
719	0
720	1
721	1
722	1
723	0
724	0
725	0
726	0
727	1
728	1
729	0
730	0
731	1
732	1
733	1
734	0
735	0
736	1
737	1
738	1
739	1
740	0
741	0
742	1
743	0
744	0
745	1
746	1
747	1
748	1
749	1
750	0
751	1
752	1
753	1
754	0
755	1
756	0
757	0
758	1
759	0
760	1
761	0
762	1
763	0
764	1
765	1
766	1
767	1
768	0
769	0
770	1
771	1
772	0
773	1
774	1
775	0
776	0
777	0
778	1
779	0
780	0
781	1
782	0
783	1
784	0
785	0
786	1
787	0
788	0
789	0
790	1
791	0
792	0
793	1
794	1
795	0
796	0
797	1
798	1
799	1
800	1
801	1
802	0
803	1
804	0
805	1
806	1
807	1
808	1
809	1
810	0
811	0
812	0
813	0
814	1
815	1
816	0
817	1
818	1
819	1
820	1
821	1
822	0
823	0
824	1
825	0
826	0
827	1
828	0
829	0
830	1
831	0
832	1
833	0
834	0
835	0
836	0
837	0
838	1
839	0
840	1
841	1
842	0
843	1
844	0
845	1
846	0
847	0
848	0
849	0
850	1
851	0
852	0
853	0
854	0
855	1
856	0
857	1
858	0
859	0
860	1
861	1
862	0
863	1
864	0
865	1
866	0
867	1
868	1
869	1
870	0
871	1
872	1
873	1
874	0
875	1
876	0
877	1
878	0
879	0
880	1
881	1
882	1
883	0
884	1
885	1
886	0
887	0
888	1
889	1
890	1
891	1
892	0
893	0
894	1
895	1
896	0
897	1
898	0
899	1
900	0
901	1
902	0
903	1
904	1
905	0
906	0
907	1
908	0
909	1
910	0
911	1
912	1
913	1
914	1
915	0
916	0
917	1
918	0
919	1
920	1
921	1
922	1
923	0
924	0
925	0
926	1
927	1
928	0
929	1
930	0
931	1
932	1
933	0
934	1
935	0
936	1
937	1
938	0
939	1
940	0
941	0
942	1
943	0
944	0
945	1
946	0
947	1
948	1
949	0
950	0
951	1
952	1
953	0
954	0
955	1
956	1
957	1
958	0
959	0
960	0
961	1
962	0
963	1
964	0
965	0
966	0
967	0
968	0
969	0
970	1
971	1
972	0
973	0
974	1
975	0
976	1
977	0
978	1
979	0
980	0
981	0
982	0
983	1
984	0
985	0
986	0
987	0
988	0
989	1
990	0
991	0
992	0
993	1
994	0
995	0
996	1
997	1
998	1
999	0
1000	0
1001	1
1002	0
1003	1
1004	0
1005	0
1006	1
1007	0
1008	0
1009	1
1010	0
1011	0
1012	1
1013	0
1014	1
1015	1
1016	1
1017	1
1018	0
1019	1
1020	0
1021	1
1022	0
1023	1
1024	0
1025	1
1026	0
1027	1
1028	0
1029	1
1030	1
1031	1
1032	0
1033	0
1034	1
1035	1
1036	1
1037	0
1038	0
1039	0
1040	1
1041	0
1042	0
1043	0
1044	1
1045	1
1046	0
1047	0
1048	0
1049	0
1050	0
1051	1
1052	0
1053	1
1054	1
1055	1
1056	1
1057	1
1058	0
1059	1
1060	1
1061	1
1062	0
1063	0
1064	1
1065	1
1066	0
1067	1
1068	1
1069	0
1070	0
1071	1
1072	1
1073	1
1074	0
1075	0
1076	0
1077	0
1078	1
1079	1
1080	1
1081	1
1082	1
1083	0
1084	1
1085	0
1086	1
1087	0
1088	0
1089	0
1090	1
1091	1
1092	0
1093	0
1094	0
1095	1
1096	1
1097	0
1098	1
1099	1
1100	1
1101	1
1102	0
1103	0
1104	0
1105	1
1106	0
1107	0
1108	1
1109	0
1110	0
1111	0
1112	1
1113	0
1114	1
1115	1
1116	0
1117	1
1118	1
1119	1
1120	1
1121	0
1122	1
1123	1
1124	1
1125	0
1126	1
1127	0
1128	0
1129	1
1130	0
1131	0
1132	0
1133	0
1134	1
1135	0
1136	1
1137	0
1138	1
1139	1
1140	0
1141	1
1142	0
1143	0
1144	0
1145	0
1146	0
1147	0
1148	1
1149	0
1150	0
1151	0
1152	0
1153	0
1154	1
1155	1
1156	1
1157	0
1158	1
1159	0
1160	0
1161	1
1162	1
1163	1
1164	1
1165	0
1166	1
1167	1
1168	1
1169	0
1170	0
1171	1
1172	1
1173	0
1174	0
1175	0
1176	1
1177	0
1178	0
1179	1
1180	0
1181	1
1182	1
1183	0
1184	0
1185	1
1186	0
1187	0
1188	0
1189	1
1190	1
1191	0
1192	1
1193	1
1194	1
1195	0
1196	0
1197	1
1198	0
1199	1
1200	1
1201	1
1202	0
1203	1
1204	0
1205	0
1206	0
1207	1
1208	0
1209	1
1210	1
1211	1
1212	1
1213	0
1214	0
1215	0
1216	0
1217	0
1218	1
1219	0
1220	1
1221	0
1222	0
1223	0
1224	1
1225	0
1226	1
1227	1
1228	1
1229	1
